source_path,source_line,kind,level,java_source,csharp_targets,status,csharp_evidence,notes
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/AddValidationInformation.java,552,call,error,"LOG.error(ex, ex);",src/PdfBox.Net.Examples/Signature/Validation/AddValidationInformation.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/AddValidationInformation.cs:409: LOG.LogError(ex, ""{Error}"", ex);",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,67,logger-field,,private static final Log LOG = LogFactory.getLog(CertInformationCollector.class);,src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:57: ILogger<CertInformationCollector> LOG => PdfBoxLogging.CreateLogger<CertInformationCollector>();,
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,123,call,error,"LOG.error(""Error occurred getting Certificate Information from Signature"", e);",src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:150: LOG.LogError(ex, ""Error occurred getting Certificate Information from Signature"");",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,249,call,info,"LOG.info(""Found issuer for Cert: "" + certificate.getSubjectX500Principal() + ""\n"" + issuer.getSubjectX500Principal());",src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:310: LOG.LogInformation(""Found issuer for Cert: {CertificateSubject}\n{IssuerSubject}"", certificate.Subject, issuer.Subject);",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,271,call,info,"LOG.info(""Several issuers for Cert: '"" + certificate.getSubjectX500Principal() + ""'"");",src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:327: LOG.LogInformation(""Several issuers for Cert: '{CertificateSubject}"", certificate.Subject);",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,293,call,info,"LOG.info(""Get alternative issuer certificate from: "" + certInfo.issuerUrl);",src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:338: LOG.LogInformation(""Get alternative issuer certificate from: {IssuerUrl}"", certInfo.IssuerUrl);",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,309,call,error,"LOG.error(""Error getting alternative issuer certificate from "" + certInfo.issuerUrl, e);",src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:350: LOG.LogError(ex, ""Error getting alternative issuer certificate from {IssuerUrl}"", certInfo.IssuerUrl);",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,330,call,error,"LOG.error(""Certificate Exception getting Certificate from certHolder."", e);",src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:103: LOG.LogError(ex, ""Certificate Exception getting Certificate from certHolder."");",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java,351,call,warn,"LOG.warn(""Certificate Exception getting Certificate from certHolder."", e);",src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationCollector.cs:186: LOG.LogWarning(ex, ""Certificate Exception getting Certificate from certHolder."");",
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationHelper.java,39,logger-field,,private static final Log LOG = LogFactory.getLog(CertInformationHelper.class);,src/PdfBox.Net.Examples/Signature/Validation/CertInformationHelper.cs,migrated,src/PdfBox.Net.Examples/Signature/Validation/CertInformationHelper.cs:44: ILogger<CertInformationHelper> LOG => PdfBoxLogging.CreateLogger<CertInformationHelper>();,
examples/src/main/java/org/apache/pdfbox/examples/signature/validation/CertInformationHelper.java,60,call,error,"LOG.error(""No SHA-1 Algorithm found"", e);",src/PdfBox.Net.Examples/Signature/Validation/CertInformationHelper.cs,migrated,"src/PdfBox.Net.Examples/Signature/Validation/CertInformationHelper.cs:63: LOG.LogError(ex, ""No SHA-1 Algorithm found"");",
examples/src/main/java/org/apache/pdfbox/examples/util/PDFMergerExample.java,55,logger-field,,private static final Log LOG = LogFactory.getLog(PDFMergerExample.class);,src/PdfBox.Net.Examples/Util/PDFMergerExample.cs,migrated,src/PdfBox.Net.Examples/Util/PDFMergerExample.cs:39: ILogger<PDFMergerExample> LOG => PdfBoxLogging.CreateLogger<PDFMergerExample>();,
examples/src/main/java/org/apache/pdfbox/examples/util/PDFMergerExample.java,87,call,info,"LOG.info(""Merging "" + sources.size() + "" source documents into one PDF"");",src/PdfBox.Net.Examples/Util/PDFMergerExample.cs,migrated,"src/PdfBox.Net.Examples/Util/PDFMergerExample.cs:52: LOG.LogInformation(""Merging {SourceDocumentCount} source documents into one PDF"", inputFiles.Length);",
examples/src/main/java/org/apache/pdfbox/examples/util/PDFMergerExample.java,89,call,info,"LOG.info(""PDF merge successful, size = {"" + mergedPDFOutputStream.size() + ""} bytes"");",src/PdfBox.Net.Examples/Util/PDFMergerExample.cs,migrated,"src/PdfBox.Net.Examples/Util/PDFMergerExample.cs:62: LOG.LogInformation(""PDF merge successful, size = {MergedFileSize} bytes"", new FileInfo(destinationFileName).Length);",
examples/src/main/java/org/apache/pdfbox/examples/util/PDFMergerExample.java,106,call,info,"LOG.info(""Initialising PDF merge utility"");",src/PdfBox.Net.Examples/Util/PDFMergerExample.cs,migrated,"src/PdfBox.Net.Examples/Util/PDFMergerExample.cs:54: LOG.LogInformation(""Initialising PDF merge utility"");",
examples/src/main/java/org/apache/pdfbox/examples/util/PDFMergerExample.java,115,call,info,"LOG.info(""Setting document info (title, author, subject) for merged PDF"");",src/PdfBox.Net.Examples/Util/PDFMergerExample.cs,absent-region,,The Java document-information and XMP metadata setup regions containing these informational diagnostics are absent from the minimal merger example port.
examples/src/main/java/org/apache/pdfbox/examples/util/PDFMergerExample.java,126,call,info,"LOG.info(""Setting XMP metadata (title, author, subject) for merged PDF"");",src/PdfBox.Net.Examples/Util/PDFMergerExample.cs,absent-region,,The Java document-information and XMP metadata setup regions containing these informational diagnostics are absent from the minimal merger example port.
fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java,44,logger-field,,private static final Log LOG = LogFactory.getLog(CFFParser.class);,src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs,migrated,src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs:40: ILogger<CFFParser> LOG => PdfBoxLogging.CreateLogger<CFFParser>();,
fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java,476,call,warn,"LOG.warn(""duplicate 'E' ignored after "" + sb);",src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs:839: LOG.LogWarning(""Duplicate 'E' ignored after {Number}"", sb);",
fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java,486,call,warn,"LOG.warn(""duplicate 'E-' ignored after "" + sb);",src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs:851: LOG.LogWarning(""Duplicate 'E-' ignored after {Number}"", sb);",
fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java,638,call,debug,"LOG.debug(""Couldn't read CharStrings index - returning empty charset instead"");",src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs:129: LOG.LogDebug(""Couldn't read CharStrings index - returning empty charset instead"");",
fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java,667,call,debug,"LOG.debug(""Couldn't read CharStrings index - parsing CIDFontDicts with number of char strings set to 0"");",src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs:125: LOG.LogDebug(""Couldn't read CharStrings index - parsing CIDFontDicts with number of char strings set to 0"");",
fontbox/src/main/java/org/apache/fontbox/cff/CFFParser.java,1391,call,warn,"LOG.warn(""Expected boolean, got "" + operand + "", returning default "" + defaultValue);",src/PdfBox.Net.FontBox/FontBox/CFF/CFFParser.cs,absent-region,,The Java boolean-operand helper containing this warning has no corresponding implementation in the current port.
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,41,logger-field,,private static final Log LOG = LogFactory.getLog(Type1CharString.class);,src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,migrated,src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs:37: ILogger<Type1CharString> LOG => PdfBoxLogging.CreateLogger<Type1CharString>();,
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,97,lock,,synchronized(LOG),src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,113,lock,,synchronized(LOG),src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,129,lock,,synchronized(LOG),src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,167,call,warn,"LOG.warn(""Unknown charstring command in glyph "" + glyphName + "" of font "" + fontName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,317,call,warn,"LOG.warn(""Unexpected charstring command: "" + type1KeyWord + "" in glyph "" + glyphName + "" of font "" + fontName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,349,call,warn,"LOG.warn(""flex without moveTo in font "" + fontName + "", glyph "" + glyphName + "", command "" + commandCount);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,385,call,warn,"LOG.warn(""Invalid callothersubr parameter: "" + num);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,409,call,warn,"LOG.warn(""rlineTo without initial moveTo in font "" + fontName + "", glyph "" + glyphName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,433,call,warn,"LOG.warn(""rrcurveTo without initial moveTo in font "" + fontName + "", glyph "" + glyphName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,450,call,warn,"LOG.warn(""closepath without initial moveTo in font "" + fontName + "", glyph "" + glyphName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,476,call,warn,"LOG.warn(""invalid seac character in glyph "" + glyphName + "" of font "" + fontName, e);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,488,call,warn,"LOG.warn(""Path for "" + baseName + "" and for accent "" + accentName + "" are same, ignored"");",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharString.java,498,call,warn,"LOG.warn(""invalid seac character in glyph "" + glyphName + "" of font "" + fontName, e);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharString.cs,absent-region,,"The port does not yet contain the Java Type1CharString execution, lazy path-building, and seac-composition regions that own these diagnostics. The three synchronized(LOG) monitors are absent with those regions; no dynamic logger is used as a lock."
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java,39,logger-field,,private static final Log LOG = LogFactory.getLog(Type1CharStringParser.class);,src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs,migrated,src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs:38: ILogger<Type1CharStringParser> LOG => PdfBoxLogging.CreateLogger<Type1CharStringParser>();,
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java,114,call,warn,"LOG.warn(""Parameter "" + obj + "" for CALLSUBR is ignored, integer expected in glyph '"" + currentGlyph + ""' of font "" + fontName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs:99: LOG.LogWarning( ""Parameter {Parameter} for CALLSUBR is ignored, integer expected in glyph '{GlyphName}' of font {FontName}"", obj, _currentGlyph, _fontName);",
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java,133,call,warn,"LOG.warn(""CALLSUBR is ignored, operand: "" + operand + "", subrs.size(): "" + subrs.size() + "" in glyph '"" + currentGlyph + ""' of font "" + fontName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs:118: LOG.LogWarning( ""CALLSUBR is ignored, operand: {Operand}, subrs.size(): {SubroutineCount} in glyph '{GlyphName}' of font {FontName}"", operand, subrs.Count, _currentGlyph, _fontName);",
fontbox/src/main/java/org/apache/fontbox/cff/Type1CharStringParser.java,191,call,warn,"LOG.warn(""Value left on the PostScript stack in glyph "" + currentGlyph + "" of font "" + fontName);",src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CFF/Type1CharStringParser.cs:172: LOG.LogWarning(""Value left on the PostScript stack in glyph {GlyphName} of font {FontName}"", _currentGlyph, _fontName);",
fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java,36,logger-field,,private static final Log LOG = LogFactory.getLog(CMap.class);,src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs,migrated,src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs:41: ILogger<CMap> LOG => PdfBoxLogging.CreateLogger<CMap>();,
fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java,189,guard,warning,LOG.isWarnEnabled(),src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs,migrated,src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs:159: LOG.IsEnabled(LogLevel.Warning),
fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java,196,call,warn,"LOG.warn(""Invalid character code sequence "" + sb + ""in CMap "" + cmapName);",src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs:167: LOG.LogWarning(""Invalid character code sequence {Sequence} in CMap {CMapName}"", sequence, _cmapName);",
fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java,205,call,warn,"LOG.warn(""mark() and reset() not supported, "" + (maxCodeLength - 1) + "" bytes have been skipped"");",src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs:177: LOG.LogWarning(""Mark and reset are not supported, {SkippedByteCount} bytes have been skipped"", _maxCodeLength - 1);",
fontbox/src/main/java/org/apache/fontbox/cmap/CMap.java,367,call,warn,"LOG.warn(""Mappings with more than 4 bytes aren't supported yet"");",src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/CMap/CMap.cs:302: LOG.LogWarning(""Mappings with more than 4 bytes (here: {CodeLength}) aren't supported yet"", codes.Length);",
fontbox/src/main/java/org/apache/fontbox/pfb/PfbParser.java,41,logger-field,,private static final Log LOG = LogFactory.getLog(PfbParser.class);,src/PdfBox.Net.FontBox/FontBox/Pfb/PfbParser.cs,migrated,src/PdfBox.Net.FontBox/FontBox/Pfb/PfbParser.cs:37: ILogger<PfbParser> LOG => PdfBoxLogging.CreateLogger<PfbParser>();,
fontbox/src/main/java/org/apache/fontbox/pfb/PfbParser.java,162,guard,debug,LOG.isDebugEnabled(),src/PdfBox.Net.FontBox/FontBox/Pfb/PfbParser.cs,migrated,src/PdfBox.Net.FontBox/FontBox/Pfb/PfbParser.cs:119: LOG.IsEnabled(LogLevel.Debug),
fontbox/src/main/java/org/apache/fontbox/pfb/PfbParser.java,164,call,debug,"LOG.debug(""record type: "" + recordType + "", segment size: "" + size);",src/PdfBox.Net.FontBox/FontBox/Pfb/PfbParser.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/Pfb/PfbParser.cs:121: LOG.LogDebug(""Record type: {RecordType}, segment size: {SegmentSize}"", recordType, size);",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,39,logger-field,,private static final Log LOG = LogFactory.getLog(CmapSubtable.class);,src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:39: ILogger<CmapSubtable> LOG => PdfBoxLogging.CreateLogger<CmapSubtable>();,
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,148,call,warn,"LOG.warn(""subtable has no glyphs"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:133: LOG.LogWarning(""Subtable has no glyphs"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,248,call,warn,"LOG.warn(""subtable has no glyphs"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:208: LOG.LogWarning(""Subtable has no glyphs"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,275,call,warn,"LOG.warn(""Format 12 cmap contains an invalid glyph index"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:234: LOG.LogWarning(""Format 12 cmap contains an invalid glyph index"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,281,call,warn,"LOG.warn(""Format 12 cmap contains character beyond UCS-4"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:240: LOG.LogWarning(""Format 12 cmap contains character beyond UCS-4"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,305,call,warn,"LOG.warn(""subtable has no glyphs"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:258: LOG.LogWarning(""Subtable has no glyphs"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,316,call,warn,"LOG.warn(""Format 13 cmap contains an invalid glyph index"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:270: LOG.LogWarning(""Format 13 cmap contains an invalid glyph index"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,340,call,warn,"LOG.warn(""Format 13 cmap contains character beyond UCS-4"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:294: LOG.LogWarning(""Format 13 cmap contains character beyond UCS-4"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,360,call,warn,"LOG.warn(""Format 14 cmap table is not supported and will be ignored"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:305: LOG.LogWarning(""Format 14 cmap table is not supported and will be ignored"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,453,call,warn,"LOG.warn(""cmap format 4 subtable is empty"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:380: LOG.LogWarning(""Cmap format 4 subtable is empty"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,519,call,warn,"LOG.warn(""subtable has no glyphs"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:438: LOG.LogWarning(""Subtable has no glyphs"");",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,557,call,warn,"LOG.warn(""glyphId "" + p + "" for charcode "" + charCode + "" ignored, numGlyphs is "" + numGlyphs);",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:469: LOG.LogWarning(""GlyphId {GlyphId} for charcode {CharacterCode} ignored, numGlyphs is {GlyphCount}"", p, charCode, numGlyphs);",
fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java,561,call,warn,"LOG.warn(""too many bad glyphIds, more won't be reported for this table"");",src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/CmapSubtable.cs:474: LOG.LogWarning(""Too many bad glyphIds, more won't be reported for this table"");",
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfCompositeDescript.java,42,logger-field,,private static final Log LOG = LogFactory.getLog(GlyfCompositeDescript.class);,src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs,migrated,src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs:37: ILogger<GlyfCompositeDescript> LOG => PdfBoxLogging.CreateLogger<GlyfCompositeDescript>();,
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfCompositeDescript.java,95,call,error,"LOG.error(""Circular reference in GlyfCompositeDesc"");",src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs:75: LOG.LogError(""Circular reference in GlyfCompositeDesc"");",
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfCompositeDescript.java,203,call,error,"LOG.error(""getPointCount called on unresolved GlyfCompositeDescript"");",src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs:154: LOG.LogError(""GetPointCount called on unresolved GlyfCompositeDescript"");",
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfCompositeDescript.java,211,call,error,"LOG.error(""GlyphDescription for index "" + c.getGlyphIndex() + "" is null, returning 0"");",src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs:166: LOG.LogError(""GlyphDescription for index {GlyphIndex} is null, returning 0"", c.GlyphIndex);",
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfCompositeDescript.java,230,call,error,"LOG.error(""getContourCount called on unresolved GlyfCompositeDescript"");",src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs:178: LOG.LogError(""GetContourCount called on unresolved GlyfCompositeDescript"");",
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfCompositeDescript.java,238,call,error,"LOG.error(""missing glyph description for index "" + c.getGlyphIndex());",src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs:190: LOG.LogError(""Missing glyph description for index {GlyphIndex}"", c.GlyphIndex);",
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfCompositeDescript.java,310,call,error,LOG.error(e);,src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs,migrated,"src/PdfBox.Net.FontBox/FontBox/TTF/GlyfCompositeDescript.cs:248: LOG.LogError(ex, ""Could not resolve glyph description"");",
fontbox/src/main/java/org/apache/fontbox/ttf/GlyfSimpleDescript.java,33,logger-field,,private static final Log LOG = LogFactory.getLog(GlyfSimpleDescript.class);,src/PdfBox.Net.FontBox/FontBox/TTF/GlyfSimpleDescript.cs,migrated,src/PdfBox.Net.FontBox/FontBox/TTF/GlyfSimpleDescript.cs:37: ILogger<GlyfSimpleDescript> LOG => PdfBoxLogging.CreateLogger<GlyfSimpleDescript>();,
fontbox/src/main/java/org/apache/fontbox/ttf/GlyphRenderer.java,42,logger-field,,private static final Log LOG = LogFactory.getLog(GlyphRenderer.class);,src/PdfBox.Net.FontBox/FontBox/TTF/GlyphRenderer.cs,migrated,src/PdfBox.Net.FontBox/FontBox/TTF/GlyphRenderer.cs:37: ILogger<GlyphRenderer> LOG => PdfBoxLogging.CreateLogger<GlyphRenderer>();,
fontbox/src/main/java/org/apache/fontbox/ttf/GlyphRenderer.java,154,guard,trace,LOG.isTraceEnabled(),src/PdfBox.Net.FontBox/FontBox/TTF/GlyphRenderer.cs,migrated,src/PdfBox.Net.FontBox/FontBox/TTF/GlyphRenderer.cs:132: LOG.IsEnabled(LogLevel.Trace),
